Alloy System,Element A,Element B,Composition,Critical Cooling Rate,CompositionA,col1,col2,col3,col4,col5,col6,col7
AlNi,Al,Ni,0.01,13.536177283990304,0.99,0.7179338438501188,0.6780756218854997,0.8304766021389566,0.7062368957405819,0.8345468188124204,0.37863263842353545,0.18110109445038014
AlNi,Al,Ni,0.02,13.090365602252097,0.98,0.8253076469838567,0.7115437063651193,0.2838600094406394,0.7062792545561705,0.4813127084210701,0.03482306871773411,0.8813829813677195
AlNi,Al,Ni,0.03,12.662564954785378,0.97,0.3677120609557074,0.40330164639326693,0.4929439366181748,0.17663164703906142,0.8909544889650628,0.5172714658435528,0.12798524676190426
AlNi,Al,Ni,0.04,12.252775341590148,0.96,0.05587522099130138,0.7417499687172046,0.6921894636179715,0.9899036803417142,0.6388714485164144,0.3839689376355876,0.30016380319840563
AlNi,Al,Ni,0.05,11.860996762666408,0.95,0.24144804730728708,0.5184221494253536,0.3030960152739083,0.5943459630419619,0.8769313828772575,0.5080149886460774,0.14939692629893842
AlNi,Al,Ni,0.06,11.487229218014148,0.94,0.8585483898871987,0.05750696694592117,0.4851176318427288,0.9681522898211393,0.30239598642230126,0.991025629486654,0.05608252600831232
AlNi,Al,Ni,0.07,11.131472707633383,0.9299999999999999,0.1816424369862749,0.33857984882601233,0.8269173362715018,0.5880568816011108,0.44286309163313176,0.6523926036220989,0.18317865303476621
AlNi,Al,Ni,0.08,10.793727231524102,0.92,0.712554673737811,0.026454055278229194,0.4538098659890829,0.7289984714610795,0.6304407831760338,0.5362445673101719,0.16178867153285936
AlNi,Al,Ni,0.09,10.473992789686312,0.91,0.3495748407818655,0.11528924045216804,0.42289685364193397,0.9620273769545292,0.8763033948578427,0.3587413689073182,0.11839200862809074
AlNi,Al,Ni,0.1,10.17226938212001,0.9,0.6716389445451718,0.9456547461604933,0.1223530082316282,0.5194542041223025,0.9141263461222549,0.9364455002005349,0.44391636602615514
AlNi,Al,Ni,0.11,9.888557008825194,0.89,0.6864004108497942,0.9161250426443515,0.029463452425695813,0.7006054691830835,0.8995981803177446,0.025383543895737826,0.3137761055612174
AlNi,Al,Ni,0.12,9.622855669801865,0.88,0.20769884186664023,0.17862221385285415,0.8436374503849066,0.24294146197660793,0.20987064763848018,0.15338408625633215,0.24436430988865387
AlNi,Al,Ni,0.13,9.375165365050025,0.87,0.8580130051895789,0.41248670866643944,0.2674309623549609,0.08017700632854419,0.11170417586663661,0.632946511280456,0.4513455520125398
AlNi,Al,Ni,0.14,9.145486094569673,0.86,0.11178813587405934,0.20110942949294996,0.7130401952441218,0.3330876233418326,0.7986891904861522,0.7574829449872365,0.23273082961930758
AlNi,Al,Ni,0.15,8.933817858360811,0.85,0.4216997485168146,0.4385889809103265,0.16994315498829338,0.32023091322717423,0.037329493335147235,0.3838525795644938,0.9863879636136218
AlNi,Al,Ni,0.16,8.740160656423434,0.84,0.09921577661145031,0.09838245491916375,0.41573199483393164,0.9147705248862616,0.17313026456324732,0.35160204193819555,0.49842417093978575
AlNi,Al,Ni,0.17,8.564514488757547,0.83,0.6837331636347622,0.9986983819954085,0.8207403179538076,0.8045107886754248,0.3382352643722957,0.44169554737414307,0.03699946038618973
AlNi,Al,Ni,0.18,8.406879355363147,0.8200000000000001,0.6062169668783011,0.9544815375183577,0.7130730369410692,0.5506681736202728,0.7487860319900086,0.074027667951725,0.6683305356497319
AlNi,Al,Ni,0.19,8.267255256240235,0.81,0.5501772380679124,0.12921662294711034,0.4521591123103138,0.80910442592539,0.9255054499426439,0.0998297334361744,0.7483911274329186
AlNi,Al,Ni,0.2,8.14564219138881,0.8,0.19258507167349137,0.4976498240572167,0.30793027027295883,0.45663939153294775,0.6109406402486133,0.3023756944572219,0.879174988002395
AlNi,Al,Ni,0.21,8.042040160808874,0.79,0.8162422692219617,0.45314652179988457,0.9684557595932887,0.49432112116389815,0.7892829816783247,0.49354750401087644,0.8637068787383017
AlNi,Al,Ni,0.22,7.956449164500425,0.78,0.8126205635620027,0.4161927969468744,0.3101411652954884,0.8070059413071918,0.6547237091501587,0.7038178244364237,0.5159989441136095
AlNi,Al,Ni,0.23,7.888869202463464,0.77,0.5785804127262417,0.11257703181209422,0.8574146401040135,0.7405219665112832,0.38163574943848444,0.5865362691196567,0.47898343175711344
AlNi,Al,Ni,0.24,7.839300274697991,0.76,0.6252722044177065,0.24254471966847446,0.8342580237156195,0.8042428249595905,0.018071224967768584,0.20845930824560432,0.46046634179614565
AlNi,Al,Ni,0.25,7.807742381204007,0.75,0.12561972987571224,0.9737353147169931,0.088188279736652,0.3977938192421838,0.3185030158084211,0.24419030074380188,0.44402769189177405
AlNi,Al,Ni,0.26,7.794195521981511,0.74,0.7465508357167122,0.43882953885773357,0.5404689435237409,0.11021255526766327,0.7740499819872593,0.2867284889855498,0.9202527742609636
AlNi,Al,Ni,0.27,7.7986596970305015,0.73,0.7820059145294932,0.22909219872524067,0.4319583511032923,0.8050840797137806,0.36341887253207417,0.490937659946989,0.5610863651076079
AlNi,Al,Ni,0.28,7.820173386393554,0.72,0.198021015452161,0.9345036369399287,0.68109312939478,0.5699911192162318,0.37316591340563043,0.9202634732648444,0.07958431497591822
AlNi,Al,Ni,0.29,7.846880314834338,0.71,0.05438145089179314,0.7702076116005795,0.9842234947945728,0.1045708246615471,0.1661257115721484,0.45603942824965615,0.8120706515700828
AlNi,Al,Ni,0.3,7.875252707972255,0.7,0.9352092867912043,0.771991893986098,0.8209825629089508,0.4820550656177066,0.9784460111124009,0.3155745137460555,0.3841206670374574
AlNi,Al,Ni,0.31,7.905290565807304,0.69,0.363704566910383,0.7066405119104774,0.636295672556254,0.09230235194391123,0.9555820122570833,0.7235366799328707,0.5333669332396923
AlNi,Al,Ni,0.32,7.936993888339486,0.6799999999999999,0.12472904418161379,0.834196575862482,0.9887639506471753,0.7829498546012883,0.6394706243757,0.6677652836659896,0.23317389442090186
AlNi,Al,Ni,0.33,7.9703626755688,0.6699999999999999,0.13705524560244142,0.7444347700593995,0.7515089531187471,0.1420000441549082,0.4201036837476789,0.48779922195800096,0.5596453100211081
AlNi,Al,Ni,0.34,8.005396927495246,0.6599999999999999,0.6248814508917258,0.39719460289442454,0.5300357211640941,0.13341668193138767,0.16255180938901925,0.7883001323133451,0.0010066472493703849
AlNi,Al,Ni,0.35000000000000003,8.042096644118823,0.6499999999999999,0.4476378874150718,0.8584042391477381,0.7035773302579722,0.9140441806665428,0.9976045900940881,0.2191566472511125,0.7449982013961289
AlNi,Al,Ni,0.36,8.080461825439535,0.64,0.3750686765649103,0.6802066299847314,0.9372839671263545,0.5201967307266206,0.7502957897244313,0.7122179291202222,0.7409000866762597
AlNi,Al,Ni,0.37,8.120492471457379,0.63,0.39183174161930545,0.8687555074664197,0.7057548586546535,0.9924272175070042,0.8300336254607856,0.9282715388159619,0.7776199777448195
AlNi,Al,Ni,0.38,8.162188582172353,0.62,0.5076966956772279,0.6017101275963882,0.8115542957552826,0.940738438589093,0.56121959359425,0.9472135118231558,0.5485593069948594
AlNi,Al,Ni,0.39,8.205550157584462,0.61,0.6966574980268271,0.6238524727173141,0.6468058672821967,0.23688553954024238,0.982879306061373,0.7220762311203339,0.5664254524326849
AlNi,Al,Ni,0.4,8.2505771976937,0.6,0.38956122930687187,0.05752007272303594,0.1075247343836746,0.7578716199433481,0.3647057456667131,0.93298604659854,0.6182101914380844
AlNi,Al,Ni,0.41000000000000003,8.29726970250007,0.59,0.1887026717771214,0.595454095965945,0.5131355023227476,0.685833333137366,0.7517982366050765,0.21898032382591126,0.21808265314369835
AlNi,Al,Ni,0.42,8.345627672003577,0.5800000000000001,0.7764253791603849,0.633112620868442,0.9931183377893892,0.9778427549187407,0.9408423234521454,0.5194013512943164,0.37550858906905604
AlNi,Al,Ni,0.43,8.395651106204213,0.5700000000000001,0.273434201487445,0.9820179549690593,0.07427643496802516,0.40454816982507236,0.3869661349812259,0.5021015685501364,0.8788760183783049
AlNi,Al,Ni,0.44,8.447340005101982,0.56,0.5519954182751555,0.519233252997594,0.9324111964138436,0.04074816431139905,0.047741068273194354,0.2676296457151788,0.9027646981699077
AlNi,Al,Ni,0.45,8.50069436869688,0.55,0.9961064788490083,0.5410960134979456,0.9603806219057821,0.08126423578046349,0.44538023971372664,0.2728814909813525,0.5302529944392105
AlNi,Al,Ni,0.46,8.555714196988914,0.54,0.20525060271254592,0.912978740509796,0.9445004834139266,0.9647588412943098,0.2775412601969738,0.790019252901301,0.798923628074569
AlNi,Al,Ni,0.47000000000000003,8.61239948997808,0.53,0.40343456337658534,0.5781942718277375,0.34528485501738093,0.8115994803342765,0.10661174982216226,0.9678645459649026,0.5174695186957154
AlNi,Al,Ni,0.48,8.670750247664374,0.52,0.09251065856579077,0.3206592265113142,0.3368741152302278,0.8773182547483686,0.5987971730371473,0.43262471766944033,0.49309765885691015
AlNi,Al,Ni,0.49,8.730766470047804,0.51,0.3661689904484756,0.576509274632534,0.2863246645283428,0.23961485661098758,0.6857560991077036,0.6988746637039246,0.6458384139340381
AlNi,Al,Ni,0.5,8.792448157128366,0.5,0.9153747652187294,0.6046197567781153,0.05982327112936292,0.6411329040413467,0.10783337129529103,0.7954982792191885,0.01999898261238886
AlNi,Al,Ni,0.51,8.855795308906059,0.49,0.6103432612140183,0.5061074001047817,0.2619548686690575,0.30889353642067563,0.7837362171364639,0.0774514819817892,0.016191158596486233
AlNi,Al,Ni,0.52,8.920807925380885,0.48,0.31229238238849244,0.5561291967630726,0.8468165245491612,0.08267652943699111,0.8057357313764082,0.6388436015082115,0.6815634232169939
AlNi,Al,Ni,0.53,8.987486006552842,0.47,0.7695817228657909,0.24981753910859472,0.6179598057557415,0.010944352400395263,0.4260136044232633,0.8990824692011332,0.2468530852467652
AlNi,Al,Ni,0.54,9.055829552421933,0.45999999999999996,0.9660537327871519,0.013448672970431619,0.14332688520968562,0.5283280101813527,0.16484440347273555,0.9450078946015038,0.4061626382511041
AlNi,Al,Ni,0.55,9.125838562988156,0.44999999999999996,0.602322147774882,0.6335998185606916,0.5880625810517994,0.7634499995250251,0.8159955324785382,0.24444567810029472,0.3839974019119552
AlNi,Al,Ni,0.56,9.197513038251511,0.43999999999999995,0.5654260950218626,0.9006094850559094,0.3154888296234939,0.06756825216824303,0.6644287770850715,0.7531577169440734,0.25781067112966605
AlNi,Al,Ni,0.5700000000000001,9.270852978211996,0.42999999999999994,0.6350214651397492,0.005668943681233496,0.9492165942076165,0.18695645205141864,0.4817264754478431,0.9966922207341682,0.9048758193070482
AlNi,Al,Ni,0.58,9.345858382869615,0.42000000000000004,0.30588930698238925,0.8877079479966928,0.5093613817389595,0.8326662660363341,0.4415442553192642,0.4827854887862221,0.7477887179948224
AlNi,Al,Ni,0.59,9.422529252224368,0.41000000000000003,0.790370939195992,0.9300276881595197,0.8587374884528163,0.0038795744495833118,0.6080992957855837,0.35015731732707456,0.19059712538754758
AlNi,Al,Ni,0.6,9.50086558627625,0.4,0.5959238442467486,0.13928098045891357,0.4783954374499382,0.39888198230500604,0.9563104396944416,0.06476302592341077,0.36500905375786374
AlNi,Al,Ni,0.61,9.580867385025266,0.39,0.34065444347794693,0.4129658392564426,0.6221917383927439,0.30078945298766957,0.7515437649927039,0.4073968731424006,0.3560838971519127
AlNi,Al,Ni,0.62,9.662534648471414,0.38,0.12141961500238929,0.6370830828023459,0.1403019735039298,0.8609208486977511,0.29488260440137226,0.777711771698422,0.2507035906551539
AlNi,Al,Ni,0.63,9.745867376614695,0.37,0.8733189414876067,0.6695211917619688,0.21326790303158993,0.7172159418217845,0.2309275429070764,0.590322323314567,0.7458581753466719
AlNi,Al,Ni,0.64,9.830865569455106,0.36,0.15797041959142433,0.3088602342678092,0.865118456589043,0.16013893910158672,0.9553359894204518,0.7551409001700924,0.2907172275668549
AlNi,Al,Ni,0.65,9.917529226992652,0.35,0.06251043134125955,0.8581035000344004,0.1342888366954348,0.2194911256395976,0.555247760182271,0.30200923728967033,0.0716575018565413
